School_code,School_name,development_region,Eco_Belt,Zone,District,VDC,Address,Ward_No,Locality,ECD,PRIMARY,LSEC,SEC,HSEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50040014,Sun Ray Ebs,Eastern,Terai,Koshi,Morang,Birta,Birta,6,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50050002,Himalaya Ebs,Eastern,Terai,Koshi,Morang,Bahuni,Bahuni,6,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50050004,Janata Ma V,Eastern,Terai,Koshi,Morang,Bahuni,Banaul,1,Rural,Community_aided,Community_aided,Community_aided,Community_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50050012,Janata Ma V,Eastern,Terai,Koshi,Morang,Bahuni,Radhanagar,9,Urban,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50050013,Pragati Ebs,Eastern,Terai,Koshi,Morang,Bahuni,,,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50050017,Gyanodaya Ebs,Eastern,Terai,Koshi,Morang,Bahuni,Kemp,6,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50070001,Buddha Ebs,Eastern,Terai,Koshi,Morang,Banigama,Chok,1,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50070005,Public Uchha Uchha Ma V,Eastern,Terai,Koshi,Morang,Banigama,Banigaun,1,Rural,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50080012,Ma V Bardanga,Eastern,Terai,Koshi,Morang,Baradanga,Bardanga,9,Urban,,Madrassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50090003,Sarcha Light Ebs,Eastern,Terai,Koshi,Morang,Bayarban,Bihibare,8,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50090006,Janasewa Uchha Uchha Ma V,Eastern,Terai,Koshi,Morang,Bayarban,Ramailo,8,Rural,,Community_aided,Community_aided,Community_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50100001,Bhagawati Uchha Uchha Ma V,Eastern,Terai,Koshi,Morang,Belbari,Dhat,3,Urban,,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50100008,Kaseni Uchha Uchha Ma V,Eastern,Terai,Koshi,Morang,Belbari,Budhabare,8,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50130002,Bhogateni Ma V,Eastern,Terai,Koshi,Morang,Bhogateni,Andheri,8,Urban,Community_Managed,Community_Managed,Community_Managed,Community_Managed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50140004,Radha Krishna Bhupalman Singh Karki Ma V,Eastern,Terai,Koshi,Morang,Np.,Tanki,1,Rural,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50140023,Malbika Ebs,Eastern,Terai,Koshi,Morang,Np.,Mangadh,4,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50140027,Pokhariya Ma V,Eastern,Terai,Koshi,Morang,Np.,Tole,4,Rural,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50140034,Ideal Ebs,Eastern,Terai,Koshi,Morang,Np.,Chowk,5,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50140035,Janaki Ebs,Eastern,Terai,Koshi,Morang,Np.,Ikrahi,5,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50140043,Birat Cooperative Ebs,Eastern,Terai,Koshi,Morang,Np.,Munalpath,6,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50140055,Manitara Ebs,Eastern,Terai,Koshi,Morang,Np.,Sarauchiya,7,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50140057,Sikshya Sadan Ma V,Eastern,Terai,Koshi,Morang,Np.,Sarauchia,7,Urban,,Community_aided,Community_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50140059,Satya Narayan Ma V,Eastern,Terai,Koshi,Morang,Np.,Tole,8,Rural,,,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50140060,Adarsha Uchha Uchha Ma V,Eastern,Terai,Koshi,Morang,Np.,Tol,9,Urban,,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50140076,Saraswati Uchha Ma V,Eastern,Terai,Koshi,Morang,Np.,Road),12,Rural,,,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50140097,Janapath Ma V,Eastern,Terai,Koshi,Morang,Np.,Tole,15,Rural,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50140106,Udayananda Memorial Ebs,Eastern,Terai,Koshi,Morang,Np.,Panchali,16,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60010005,Sambhu Nath Ma V,Eastern,Terai,Koshi,Sunsari,Aekamba,Aekamba,1,Urban,,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60020003,Jana Kalyan Ma V,Eastern,Terai,Koshi,Sunsari,Amaduwa,Naraha,6,Urban,Community_aided,Community_Managed,Community_Teacher_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60020005,Nepal Rastriya Shiva Ma V,Eastern,Terai,Koshi,Sunsari,Amaduwa,Tole,2,Urban,,Community_aided,Community_Teacher_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60030004,Nepal Rashtriya Uchha Uchha Ma V,Eastern,Terai,Koshi,Sunsari,Amahibelaha,Belha,2,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60040005,Saraswati Uchha Uchha Ma V,Eastern,Terai,Koshi,Sunsari,Aurabarni,Jhora,5,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Managed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60040006,Himsikhar Ebs,Eastern,Terai,Koshi,Sunsari,Aurabarni,Bhamari,9,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60040007,Everest Ebs,Eastern,Terai,Koshi,Sunsari,Aurabarni,,2,Rural,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60060001,Panchayat Ma V,Eastern,Terai,Koshi,Sunsari,Bakalauri,Bigaha,8,Urban,Community_aided,Community_aided,Community_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60060003,Panchayat Ma V Kumarkhat,Eastern,Terai,Koshi,Sunsari,Bakalauri,Kumarkhat,2,Urban,Community_Managed,Community_Managed,Community_Managed,Community_Managed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60060005,Adarsha Ma V,Eastern,Terai,Koshi,Sunsari,Bakalauri,,3,Rural,Community_Managed,Community_Managed,Community_Managed,Community_Managed,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60070010,Ahuliya Ma V,Eastern,Terai,Koshi,Sunsari,Barahachhetra,Chatara,1,Urban,Community_aided,Community_aided,Community_Teacher_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60070012,Adarsha Uchha Uchha Ma V,Eastern,Terai,Koshi,Sunsari,Barahachhetra,Punarbas,3,Urban,Community_Managed,Community_Managed,Community_Managed,Community_Managed,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60070015,Himalayan Ebs,Eastern,Terai,Koshi,Sunsari,Barahachhetra,Bayarban,4,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60090002,Bhasi Uchha Uchha Ma V,Eastern,Terai,Koshi,Sunsari,Sinawari,Sinuwari,6,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60090005,Panchayat Ma V,Eastern,Terai,Koshi,Sunsari,Sinawari,Pipraha,9,Urban,Community_Managed,Community_Managed,Community_Managed,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60090006,Sivnagar Ma V,Eastern,Terai,Koshi,Sunsari,Sinawari,Shivanagar,8,Urban,Community_Managed,Community_Managed,Community_Managed,Community_Managed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60090013,Lord Buddha International Uchha Ebschool,Eastern,Terai,Koshi,Sunsari,Sinawari,Tole,5,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60090017,Rapping Learning Ebs,Eastern,Terai,Koshi,Sunsari,Sinawari,Jhumka,5,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60110002,Janata Ma V,Eastern,Terai,Koshi,Sunsari,Bharaul,Nadaha,3,Urban,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60110007,Milijuli Ma V,Eastern,Terai,Koshi,Sunsari,Bharaul,Tinkune,5,Urban,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60110010,Jagan Nath Dedraj Janata Ma V,Eastern,Terai,Koshi,Sunsari,Bharaul,Kalabazaar,1,Rural,Community_aided,Community_aided,Community_aided,Community_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60110015,Odypus Ebs,Eastern,Terai,Koshi,Sunsari,Bharaul,Nadaha,3,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60110016,Morning Star Ebs,Eastern,Terai,Koshi,Sunsari,Bharaul,Ikrahi,3,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60110018,Mantesori Ebs,Eastern,Terai,Koshi,Sunsari,Bharaul,Chowk,4,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60120008,Sharda Uchha Uchha Ma V,Eastern,Terai,Koshi,Sunsari,Bhokraha,Dhok,3,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60120016,Bijay Shanti Ebs,Eastern,Terai,Koshi,Sunsari,Bhokraha,Santichook,3,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60120018,Sentrobart Ebs,Eastern,Terai,Koshi,Sunsari,Bhokraha,Baluwatar,4,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60130007,Bhaldhunga Uchha Uchha Ma V,Eastern,Terai,Koshi,Sunsari,Bishnupaduka,Bhaldhunga,5,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60130013,Sunsari Bishnu Paduka Ebs,Eastern,Terai,Koshi,Sunsari,Bishnupaduka,Patnali,4,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60140002,Nepal Rastra Hari Ma V,Eastern,Terai,Koshi,Sunsari,Chadwela,Chandbela,6,Urban,Community_aided,Community_aided,Community_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60150003,Sunshine Ebs,Eastern,Terai,Koshi,Sunsari,Chhitaha,Tole,7,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60150006,Uchha Uchha Ma V Chhitaha,Eastern,Terai,Koshi,Sunsari,Chhitaha,Hatiya,5,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60150008,Om Sai Ebs,Eastern,Terai,Koshi,Sunsari,Chhitaha,Tole,3,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60160001,Ma V Hatiya Tole,Eastern,Terai,Koshi,Sunsari,Chimdi,Tole,4,Urban,Community_aided,Community_aided,Community_Teacher_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60160004,Gems Public Ebs,Eastern,Terai,Koshi,Sunsari,Chimdi,Tole,9,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70010010,Ratna Memorial Ebs,Eastern,Hill,Koshi,Dhankuta,Ahale,Thulogaun,6,Urban,Institutional_Private_Trust,Institutional_Private_Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70020008,Thakur Devi Uchha Uchha Ma V,Eastern,Hill,Koshi,Dhankuta,Ankhisalla,Thelthele,6,Urban,Community_aided,Community_Managed,Community_Managed,Community_Managed,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70030008,Annapurna Ma V,Eastern,Hill,Koshi,Dhankuta,Jitpur,Tamuna,6,Urban,Community_aided,Community_Managed,Community_Managed,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70030010,Janata Uchha Uchha Ma V,Eastern,Hill,Koshi,Dhankuta,Jitpur,Jitpur,5,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70040002,Atharasaya Ma V,Eastern,Hill,Koshi,Dhankuta,Basantatar,Sae,5,Urban,Community_aided,Community_Managed,Community_Managed,Community_Managed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70040009,Sewa Samudayic Ebs,Eastern,Hill,Koshi,Dhankuta,Basantatar,Samewa,1,Urban,Institutional_Private_Trust,Institutional_Private_Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70060008,Man Tek Ma V,Eastern,Hill,Koshi,Dhankuta,Bhirgaun,Schooldanda,3,Urban,Community_aided,Community_Managed,Community_Managed,Community_Managed,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70080001,Sarada Uchha Uchha Ma V,Eastern,Hill,Koshi,Dhankuta,Budhabare,Budhabare,2,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70080005,Janasewa Ebs,Eastern,Hill,Koshi,Dhankuta,Budhabare,Gairegaun,1,Urban,Institutional_Public_Trust,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70090010,Tanchoppa Ebs,Eastern,Hill,Koshi,Dhankuta,Budimorang,Mandhangta,5,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70120004,Bharati Ma V,Eastern,Hill,Koshi,Dhankuta,Chungwang,Mansichautara,5,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70120010,Jalaseg Ebs,Eastern,Hill,Koshi,Dhankuta,Chungwang,Uttarpani,1,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70130003,Budhi Memorial Ebs,Eastern,Hill,Koshi,Dhankuta,Bazar,Bazar,1,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70130008,Bhanu Uchha Uchha Ma V,Eastern,Hill,Koshi,Dhankuta,Bazar,Dandabazar,1,Urban,Community_aided,Community_Managed,Community_Managed,Community_Managed,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70140001,Nabin Sikshya Sadan Uchha Uchha Ma V,Eastern,Hill,Koshi,Dhankuta,Dandagaun,Bhanjang,7,Urban,Community_aided,Community_Managed,Community_Managed,Community_Managed,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70140005,Dipjyoti Ebs,Eastern,Hill,Koshi,Dhankuta,Dandagaun,Poudeltole,7,Urban,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70150001,Tamor Valley Ebs,Eastern,Hill,Koshi,Dhankuta,N.p.,Sirwani,7,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70150003,Tulashi Meher Ebs,Eastern,Hill,Koshi,Dhankuta,N.p.,Bazar,6,Urban,Institutional_Public_Trust,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70150004,Bal Sansar Uchha Ebs,Eastern,Hill,Koshi,Dhankuta,N.p.,Bazar,6,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70150005,Deep Ebs,Eastern,Hill,Koshi,Dhankuta,N.p.,Bazar,6,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70150007,Manakamana Ebs,Eastern,Hill,Koshi,Dhankuta,N.p.,Hile,1,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70150008,Dhankute Bhupu Sainik Ebs,Eastern,Hill,Koshi,Dhankuta,N.p.,,1,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70150009,Bilivers Ebs,Eastern,Hill,Koshi,Dhankuta,N.p.,Hile,1,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70150016,Gokundeshwor Uchha Uchha Ma V,Eastern,Hill,Koshi,Dhankuta,N.p.,Bazar,6,Urban,Community_aided,Community_Managed,Community_Managed,Community_Managed,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70150022,Dhulpuja Ebs,Eastern,Hill,Koshi,Dhankuta,N.p.,Debrebas,4,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70150027,Gokundeshwor Bal Mandir Uchha Uchha Ma V,Eastern,Hill,Koshi,Dhankuta,N.p.,Kopche,5,Urban,Community_Teacher_aided,Community_Managed,Community_Managed,Community_Managed,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70150029,Bhasa Uchha Uchha Ma V,Eastern,Hill,Koshi,Dhankuta,N.p.,Kagete,2,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70150030,Hile Uchha Uchha Ma V,Eastern,Hill,Koshi,Dhankuta,N.p.,Hile,1,Urban,Community_Managed,Community_Managed,Community_Managed,Community_Managed,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70150036,Janautthan Ebs,Eastern,Hill,Koshi,Dhankuta,N.p.,Debrebas,4,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70150037,Dhankuta Ebs,Eastern,Hill,Koshi,Dhankuta,N.p.,Balmandir,5,Urban,Institutional_Private_Trust,Institutional_Private_Trust,Institutional_Private_Trust,Institutional_Private_Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70150039,Model Ebs,Eastern,Hill,Koshi,Dhankuta,N.p.,Kagate,2,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70150040,Dizniworld Ebs,Eastern,Hill,Koshi,Dhankuta,N.p.,Tole,7,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70160003,Ram Ma V,Eastern,Hill,Koshi,Dhankuta,Faksib,Lautitar,1,Urban,Community_aided,Community_Managed,Community_Managed,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80010004,Bhagawati Ma V,Eastern,Hill,Koshi,Terhathum,Ambung,Sansari,4,Urban,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80030011,Mount Makalu Ebs,Eastern,Hill,Koshi,Terhathum,Basantapur,Basantapur,4,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80040001,Pokhari Uchha Uchha Ma V,Eastern,Hill,Koshi,Terhathum,Dhunga,Chhatedhunga,4,Urban,,Community_Managed,Community_Managed,Community_Managed,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80050001,Sarada Uchha Uchha Ma V,Eastern,Hill,Koshi,Terhathum,Chuhandanda,Chuhandanda,2,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80050009,Aathrai Ebs,Eastern,Hill,Koshi,Terhathum,Chuhandanda,Chuhandanda,2,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80060001,Kalika Ma V,Eastern,Hill,Koshi,Terhathum,Dangapa,Dangapa,2,Urban,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80070001,Eseebu Uchha Uchha Ma V,Eastern,Hill,Koshi,Terhathum,Eseebu,Eseebu,4,Urban,Community_Managed,Community_Managed,Community_Managed,Community_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80080001,Pranami Ma V,Eastern,Hill,Koshi,Terhathum,Ewa,Simle,2,Rural,Community_Managed,Community_Managed,Community_Managed,Community_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80090001,Saraswati Uchha Uchha Ma V,Eastern,Hill,Koshi,Terhathum,Hamarjung,Hamarjung,7,Urban,Community_Managed,Community_Managed,Community_aided,Community_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80090002,Sarada Ma V,Eastern,Hill,Koshi,Terhathum,Hamarjung,Hamarjung,3,Urban,Community_Managed,Community_Managed,Community_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80140007,Gaukhuri Uchha Uchha Ma V,Eastern,Hill,Koshi,Terhathum,Morahang,Morahang,2,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80140008,Siddheshwor Ma V,Eastern,Hill,Koshi,Terhathum,Morahang,Sikkidim,9,Urban,Community_Managed,Community_Managed,Community_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80140010,Pratibha Ebs,Eastern,Hill,Koshi,Terhathum,Morahang,Morahang,2,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80150012,Annapurna Ebs,Eastern,Hill,Koshi,Terhathum,Myanglung,Myanglung,2,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80160007,Bhagawati Uchha Uchha Ma V,Eastern,Hill,Koshi,Terhathum,Okhare,Okhre,2,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80170011,Siddha Kali Uchha Uchha Ma V,Eastern,Hill,Koshi,Terhathum,Oyakjung,Oyakjung,9,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80180007,Panchakanya Ma V,Eastern,Hill,Koshi,Terhathum,Panchakanya,Panchakanya,4,Urban,Community_Managed,Community_Managed,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80190008,Siddha Ganesh Ma V,Eastern,Hill,Koshi,Terhathum,Phakchamara,Phakchamara,2,Urban,Community_aided,Community_aided,Community_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
